AccountID,TransactionAmount,Location,DeviceID,IP Address,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,DayOfWeek,Hour,Month,DaysSinceLastTransaction,TransactionType_Debit,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Cluster,Cluster_PCA
392,1.572507338386043,34,27,222,11,-0.9935525520109589,-1.4673847333549783,-0.2067936485059295,-1.2034495490590456,0,16,3,-609,True,True,False,False,False,True,0,0
418,0.7063193150600389,20,501,344,82,-1.274630553976354,-1.2100574447132675,-0.2067936485059295,-1.1964831788381467,0,18,11,-343,True,False,True,False,False,True,0,0
152,-0.529530883311948,35,453,286,54,1.0302090621398854,0.39109012905737717,-0.2067936485059295,0.7351346234169251,0,16,7,-462,True,False,False,False,True,False,0,0
66,2.561345091708768,8,385,525,76,0.4680530582090954,-0.666810946469656,-0.2067936485059295,-0.8421187712231337,2,16,11,-348,True,False,False,False,True,False,-1,0
314,-0.1783346871677061,27,519,432,88,-1.105983752797117,0.8628568249005136,-0.2067936485059295,-1.0587351943892802,1,16,3,-594,True,False,False,False,False,True,0,0
391,-0.14808337108192265,9,461,121,11,0.35562185742293734,0.7770810620199433,-0.2067936485059295,0.9576405395523041,3,18,4,-564,False,False,True,True,False,False,1,0
119,-0.28721201731563323,9,557,457,8,1.8734430680360705,2.321044793870208,-0.2067936485059295,-0.40654243487173863,2,17,3,-614,False,False,False,False,True,False,-1,0
332,0.10369117242251924,14,635,251,50,-0.2627497469009318,-0.22363617158670962,-0.2067936485059295,-1.1881912240003156,4,16,2,-633,True,False,True,True,False,False,0,0
463,-1.010982463100752,36,653,434,41,0.1307594558506213,-0.18074829014642452,-0.2067936485059295,1.8027353467582248,4,16,7,-472,True,False,True,False,False,False,0,0
278,0.00851772272115303,2,259,555,39,1.3112870641052805,-1.038505918952127,-0.2067936485059295,2.1620739016785535,0,17,10,-392,False,False,True,False,False,False,-1,0
492,-0.8243356114185914,28,250,13,85,-0.09410294572169475,0.03369111705500113,1.4528410002061958,0.1471904119285643,0,16,1,-308,False,False,False,True,False,False,-1,0
83,0.37704932763029453,4,527,589,40,-1.0497681524040379,-0.8240665117507014,-0.2067936485059295,0.8287691004493158,4,16,7,-486,True,False,True,True,False,False,0,0
90,-0.6227172703485628,14,643,76,85,-0.31896534729401077,0.677009338659278,-0.2067936485059295,0.3504304812329405,0,17,5,-532,True,True,False,True,False,False,0,0
291,-0.8360181694992846,15,472,439,24,1.3675026644983594,0.019395156574906088,-0.2067936485059295,-0.8879040023731489,2,16,8,-446,True,False,False,False,True,False,0,0
353,-0.8025464415085594,11,419,509,27,0.07454385545754227,0.648417417699088,-0.2067936485059295,1.553943369708361,4,16,11,-353,False,False,True,False,False,False,1,0
307,0.06946573100723312,11,303,529,75,-0.9935525520109589,-0.40948365782794516,-0.2067936485059295,-1.2739978290104745,0,17,5,-532,True,False,True,False,False,True,0,0
64,0.11667559914563566,32,36,375,5,-0.20653414650785276,-0.8383624722307964,-0.2067936485059295,-0.24145971618474077,4,17,8,-437,True,False,True,True,False,False,0,0
336,-1.0022804990171859,42,20,494,0,0.6366998593883324,-1.1242816818326973,-0.2067936485059295,0.11385593300257744,0,16,11,-343,True,False,False,False,True,False,0,0
280,-0.2845397606285538,11,110,282,25,1.4237182648914386,1.8206861770668814,-0.2067936485059295,1.5479410610270494,4,17,8,-458,False,False,True,False,False,False,-1,0
206,1.0319577741714443,30,41,571,80,0.6929154597814113,0.5483456943384226,-0.2067936485059295,-0.9483655320673028,0,16,9,-427,True,True,False,False,False,False,0,0
174,1.8626527471408554,40,268,12,82,-1.0497681524040379,-0.5667392231089906,-0.2067936485059295,-1.0283313599838995,2,17,8,-453,True,False,True,False,False,True,0,0
51,-0.8888466286207773,23,667,524,4,-1.0497681524040379,-0.16645232966632947,-0.2067936485059295,-1.2334405805179538,3,16,9,-424,True,False,True,False,False,True,0,0
316,2.5320187875531275,35,14,464,61,0.7491310601744904,0.34820224761709206,-0.2067936485059295,0.10955098798936833,1,16,7,-482,True,True,False,False,False,False,0,0
377,-0.5922603960560809,28,116,136,3,-0.6562589496524849,-0.20934021110661458,-0.2067936485059295,0.30652465728642897,0,17,7,-490,True,True,False,True,False,False,0,0
379,0.016637271885740434,35,51,313,58,1.8734430680360705,-1.1385776423127922,-0.2067936485059295,0.004950310944175081,0,17,9,-406,False,True,False,False,True,False,1,0
201,-0.30680856635421544,21,327,502,54,0.1307594558506213,2.1923811495493526,-0.2067936485059295,1.0847428231704115,0,17,11,-350,True,False,True,True,False,False,0,0
492,-0.9997795408356885,20,230,555,97,-1.218414953583275,1.9207579004275468,-0.2067936485059295,-1.0246571573609522,4,17,11,-353,False,True,False,False,False,True,-1,0
344,0.2868777942919232,0,615,491,33,0.6366998593883324,-0.6382190255094659,-0.2067936485059295,1.7232720615590722,0,16,8,-441,True,False,False,False,False,False,0,0
175,-0.9641837113757462,25,450,181,64,0.2994062570298583,0.062283038015191215,-0.2067936485059295,2.381146630575882,0,16,10,-385,True,False,False,False,False,False,0,0
280,0.6457481634862393,28,166,108,59,-1.49949295554867,-0.7382907488701311,-0.2067936485059295,-0.8629409620821399,1,17,6,-503,True,False,True,False,False,True,0,0
268,0.13291469747481047,35,411,313,2,-1.330846154369433,-1.4530887728748834,-0.2067936485059295,-1.0547866444665035,0,16,1,-658,True,True,False,False,False,True,0,0
400,2.3976179800734805,39,641,10,66,1.3675026644983594,-0.02349272486537904,-0.2067936485059295,0.43478842994026246,2,16,11,-348,True,False,True,False,False,False,-1,0
380,-0.21591757929239963,6,536,436,44,-1.218414953583275,0.005099196094811046,-0.2067936485059295,-1.2436196345396575,4,16,9,-430,True,False,True,False,False,True,0,0
398,-0.9989915677100112,6,539,232,89,-0.8249057508317219,1.8063902165867864,-0.2067936485059295,0.08421616864718898,0,18,10,-378,True,False,True,False,False,False,0,0
112,2.577447151233477,11,505,72,51,1.9858742688222286,-1.4102008914345983,-0.2067936485059295,-0.7888005272983668,0,16,10,-378,True,False,False,False,True,False,-1,0
161,-0.2413725372218867,5,424,286,56,-1.49949295554867,2.4925963196313483,-0.2067936485059295,-1.2236307415539647,0,17,7,-490,True,False,False,False,False,True,0,0
106,-0.218761134485061,28,582,584,29,1.1988558633191224,-1.4673847333549783,-0.2067936485059295,-1.0378309557396708,1,16,10,-377,False,False,True,False,True,False,-1,0
392,-0.6323442463622719,17,355,396,18,1.3675026644983594,0.662713378179183,-0.2067936485059295,0.2470810329944454,0,16,9,-406,False,True,False,False,True,False,1,0
429,-0.8624666587611474,20,235,189,84,-1.387061754762512,-0.39518769734785014,-0.2067936485059295,-0.8858989594902843,3,17,2,-627,True,False,False,False,False,True,0,0
380,2.315257658589649,34,283,307,25,1.8172274676429916,2.5211882405915387,-0.2067936485059295,-0.7876800621579424,2,17,8,-432,True,True,False,False,True,False,-1,0
159,0.7446559206092934,27,107,368,55,-0.20653414650785276,0.319610326656902,6.431744946342571,-1.2031213578966329,3,18,4,-571,True,False,True,False,False,False,-1,1
329,0.4039431930066706,22,318,112,76,1.1988558633191224,0.30531436617680696,-0.2067936485059295,1.2818318721730078,4,16,7,-465,True,False,False,False,False,False,0,0
275,-0.10906157151034028,30,155,384,48,0.5242686586021743,-0.39518769734785014,-0.2067936485059295,-0.17130885521904582,0,17,2,-637,True,False,True,False,True,False,0,0
70,-0.7817850626320194,41,398,344,72,1.9858742688222286,-0.09497252726585426,-0.2067936485059295,0.34318207173184345,0,18,7,-469,True,False,True,False,True,False,0,0
238,0.12106084088853528,0,531,43,38,-0.5438277488663268,2.4783003591512536,-0.2067936485059295,-0.5964112783012575,0,16,11,-350,False,True,False,True,False,False,-1,0
299,-0.10172999547143019,35,587,346,77,-1.387061754762512,0.5769376152986128,-0.2067936485059295,-1.158448899906673,0,16,10,-392,True,False,True,False,False,True,0,0
437,0.6798365660970597,37,69,330,8,0.9177778613537274,2.078013465708592,-0.2067936485059295,1.997442445839873,4,16,11,-367,True,True,False,False,False,False,-1,0
85,0.2695081258259072,40,465,548,80,-0.4313965480801688,1.7920942561066913,-0.2067936485059295,1.012289496080916,2,16,2,-628,True,False,False,True,False,False,0,0
172,-0.7351233497114793,39,220,401,57,-0.4876121484732478,0.7341931805796582,-0.2067936485059295,0.9987413546575703,0,17,9,-427,False,False,True,True,False,False,1,0
416,-0.7000414157682832,27,421,236,91,-1.387061754762512,-0.681106906949751,-0.2067936485059295,-1.0158806077598714,3,16,7,-466,False,False,True,False,False,True,2,0
109,1.7327742202085739,22,106,269,29,1.3112870641052805,0.13376284041566644,-0.2067936485059295,1.80865817164239,0,16,4,-567,False,True,False,False,False,False,-1,0
271,-0.8970346971875974,5,658,37,56,-1.218414953583275,0.03369111705500113,-0.2067936485059295,-1.154423430180206,1,17,9,-412,True,True,False,False,False,True,0,0
486,-0.9218044610947563,42,300,343,34,0.9739934617468065,-0.29511597398718487,-0.2067936485059295,0.9118142845069875,2,16,5,-523,True,False,True,False,False,False,0,0
375,-0.5415217787026888,21,474,200,1,0.4680530582090954,0.8199689434602284,-0.2067936485059295,1.2780371618576123,0,17,10,-392,False,False,True,False,False,False,1,0
224,0.034178238857338526,11,75,79,48,-0.6562589496524849,2.363932675310493,-0.2067936485059295,0.04959712899957147,0,16,1,-665,True,True,False,False,False,False,-1,0
253,-0.8117623011088716,40,441,4,84,0.6366998593883324,-0.9527301560715568,-0.2067936485059295,-1.04278202710388,4,18,5,-528,False,True,False,False,True,False,1,0
60,-0.7630792658224637,26,113,180,27,1.4237182648914386,0.07657899849528625,-0.2067936485059295,0.46335900902435356,0,17,8,-448,True,True,False,False,False,False,0,0
378,-0.6153856943096526,18,273,292,99,0.35562185742293734,0.24813052425642676,-0.2067936485059295,-0.9329969552899499,4,18,11,-346,True,True,False,False,True,False,0,0
